"Year","Geography","DGUID","Age_Group","Gender","Indicators","Number.of.persons","Low.95..confidence.interval..number.of.persons","High.95..confidence.interval..number.of.persons","Coefficient.of.variation.for.number.of.persons","Percent","Low.95..confidence.interval..percent","High.95..confidence.interval..percent","Coefficient.of.variation.for.percent"
2012,"Saskatchewan","2021A000247","25-44 years","Total, gender of person","Suicidal thoughts, life",46129,33794,58463,136,17.7,13,22.5,137
2012,"Saskatchewan","2021A000247","25-44 years","Men+","Any mood disorder, life",16894,7891,25896,272,12.8,6,19.7,272
2012,"Saskatchewan","2021A000247","25-44 years","Men+","Major depressive episode, life",15735,6746,24723,292,11.9,5.1,18.8,292
2012,"Saskatchewan","2021A000247","25-44 years","Men+","Suicidal thoughts, life",24328,14164,34493,213,18.6,10.8,26.4,213
2012,"Saskatchewan","2021A000247","25-44 years","Women+","Any mood disorder, life",23168,15179,31157,176,18.2,12,24.5,174
2012,"Saskatchewan","2021A000247","25-44 years","Women+","Major depressive episode, life",20025,12719,27332,186,15.5,9.9,21.2,187
2012,"Saskatchewan","2021A000247","25-44 years","Women+","Generalized anxiety disorder, life",28540,17844,39237,191,22.1,13.8,30.4,191
2012,"Saskatchewan","2021A000247","25-44 years","Women+","Suicidal thoughts, life",21800,15266,28335,153,16.8,11.8,21.9,153
2012,"Saskatchewan","2021A000247","45-64 years","Total, gender of person","Any mood disorder, life",31871,21194,42549,171,12.1,8.1,16.1,170
2012,"Saskatchewan","2021A000247","45-64 years","Total, gender of person","Major depressive episode, life",29277,18955,39599,180,11,7.1,14.9,180
2012,"Saskatchewan","2021A000247","45-64 years","Total, gender of person","Generalized anxiety disorder, life",19929,12556,27302,189,7.4,4.7,10.2,189
2012,"Saskatchewan","2021A000247","45-64 years","Total, gender of person","Suicidal thoughts, life",31258,21730,40786,156,11.6,8.1,15.2,156
2012,"Saskatchewan","2021A000247","45-64 years","Men+","Any mood disorder, life",10908,5402,16414,258,8.1,4,12.2,258
2012,"Saskatchewan","2021A000247","45-64 years","Men+","Major depressive episode, life",10908,5402,16414,258,8.1,4,12.2,258
2012,"Saskatchewan","2021A000247","45-64 years","Men+","Generalized anxiety disorder, life",7168,2717,11619,317,5.4,2,8.7,317
2012,"Saskatchewan","2021A000247","45-64 years","Men+","Suicidal thoughts, life",14912,9303,20522,192,11.1,6.9,15.2,192
2012,"Saskatchewan","2021A000247","45-64 years","Women+","Any mood disorder, life",20964,11677,30251,226,16.2,9.1,23.4,224
2012,"Saskatchewan","2021A000247","45-64 years","Women+","Major depressive episode, life",18369,9565,27173,245,14,7.3,20.7,244
2012,"Saskatchewan","2021A000247","45-64 years","Women+","Generalized anxiety disorder, life",12761,7200,18321,222,9.5,5.4,13.7,223
2012,"Saskatchewan","2021A000247","45-64 years","Women+","Suicidal thoughts, life",16346,8997,23695,229,12.2,6.7,17.7,229
2012,"Saskatchewan","2021A000247","65+ years","Total, gender of person","Any mood disorder, life",6972,4166,9777,205,4.9,2.9,6.9,205
2012,"Saskatchewan","2021A000247","65+ years","Total, gender of person","Major depressive episode, life",6743,3957,9529,211,4.7,2.8,6.7,210
2012,"Saskatchewan","2021A000247","65+ years","Total, gender of person","Generalized anxiety disorder, life",8547,5100,11994,206,6,3.6,8.5,206
2012,"Saskatchewan","2021A000247","65+ years","Total, gender of person","Suicidal thoughts, life",7554,4647,10461,196,5.3,3.2,7.3,196
2012,"Saskatchewan","2021A000247","65+ years","Total, gender of person","Suicidal thoughts, 12 months",2961,1134,4787,315,2.1,0.8,3.3,315
2012,"Saskatchewan","2021A000247","65+ years","Men+","Suicidal thoughts, life",3347,1367,5328,302,5.1,2.1,8.1,301
2012,"Saskatchewan","2021A000247","65+ years","Women+","Any mood disorder, life",4752,2452,7051,247,6.2,3.2,9.2,246
2012,"Saskatchewan","2021A000247","65+ years","Women+","Major depressive episode, life",4752,2452,7051,247,6.2,3.2,9.1,246
2012,"Saskatchewan","2021A000247","65+ years","Women+","Generalized anxiety disorder, life",6118,3192,9043,244,7.9,4.2,11.7,243
2012,"Saskatchewan","2021A000247","65+ years","Women+","Suicidal thoughts, life",4207,2240,6173,239,5.4,2.9,7.9,239
2012,"Alberta","2021A000248","Total 15++ Years","Total, gender of person","Any mood disorder, life",377742,321261,434223,76,12.4,10.6,14.3,76
2012,"Alberta","2021A000248","Total 15++ Years","Total, gender of person","Major depressive episode, life",317919,269321,366517,78,10.4,8.8,12,78
2012,"Alberta","2021A000248","Total 15++ Years","Total, gender of person","Bipolar disorder, life",86868,56808,116928,177,2.8,1.9,3.8,176
2012,"Alberta","2021A000248","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",254987,208280,301694,94,8.4,6.8,9.9,93
2012,"Alberta","2021A000248","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",368080,313910,422251,75,12,10.2,13.8,75
2012,"Alberta","2021A000248","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",91778,61796,121760,167,3,2,4,167
2012,"Alberta","2021A000248","Total 15++ Years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",50859,32438,69281,185,1.7,1.1,2.3,185
2012,"Alberta","2021A000248","Total 15++ Years","Men+","Any mood disorder, life",164301,120569,208032,136,10.6,7.8,13.5,135
2012,"Alberta","2021A000248","Total 15++ Years","Men+","Major depressive episode, life",115471,84038,146903,139,7.4,5.4,9.4,139
2012,"Alberta","2021A000248","Total 15++ Years","Men+","Bipolar disorder, life",58716,30776,86655,243,3.8,2,5.6,242
2012,"Alberta","2021A000248","Total 15++ Years","Men+","Generalized anxiety disorder, life",92324,64405,120243,154,6,4.2,7.8,154
2012,"Alberta","2021A000248","Total 15++ Years","Men+","Suicidal thoughts, life",181770,141151,222389,114,11.7,9.1,14.3,114
2012,"Alberta","2021A000248","Total 15++ Years","Men+","Suicidal thoughts, 12 months",45895,22653,69138,258,2.9,1.5,4.4,258
2012,"Alberta","2021A000248","Total 15++ Years","Men+","Schizophrenia or psychosis, ever received diagnosis",24540,12787,36293,244,1.6,0.8,2.3,244
2012,"Alberta","2021A000248","Total 15++ Years","Women+","Any mood disorder, life",213441,172427,254456,98,14.3,11.6,17,98
2012,"Alberta","2021A000248","Total 15++ Years","Women+","Major depressive episode, life",202448,162818,242078,100,13.5,10.9,16.2,100
2012,"Alberta","2021A000248","Total 15++ Years","Women+","Bipolar disorder, life",28152,16386,39919,213,1.9,1.1,2.7,213
2012,"Alberta","2021A000248","Total 15++ Years","Women+","Generalized anxiety disorder, life",162663,124793,200532,119,10.9,8.3,13.4,119
2012,"Alberta","2021A000248","Total 15++ Years","Women+","Suicidal thoughts, life",186311,152929,219692,91,12.4,10.1,14.6,91
2012,"Alberta","2021A000248","Total 15++ Years","Women+","Suicidal thoughts, 12 months",45883,28935,62830,189,3,1.9,4.2,188
2012,"Alberta","2021A000248","Total 15++ Years","Women+","Schizophrenia or psychosis, ever received diagnosis",26319,11661,40978,284,1.7,0.8,2.7,284
2012,"Alberta","2021A000248","15-24 Years","Total, gender of person","Any mood disorder, life",62964,42553,83376,165,12.5,8.4,16.5,165
2012,"Alberta","2021A000248","15-24 Years","Total, gender of person","Major depressive episode, life",56703,36782,76624,179,11.2,7.3,15.1,179
2012,"Alberta","2021A000248","15-24 Years","Total, gender of person","Bipolar disorder, life",14692,7836,21549,238,2.9,1.5,4.3,238
2012,"Alberta","2021A000248","15-24 Years","Total, gender of person","Generalized anxiety disorder, life",35854,20328,51380,221,7.1,4,10.2,221
2012,"Alberta","2021A000248","15-24 Years","Total, gender of person","Suicidal thoughts, life",83792,58141,109443,156,16.5,11.5,21.6,156
2012,"Alberta","2021A000248","15-24 Years","Total, gender of person","Suicidal thoughts, 12 months",28011,14730,41292,242,5.5,2.9,8.2,242
2012,"Alberta","2021A000248","15-24 Years","Men+","Any mood disorder, life",22546,9650,35443,292,8.7,3.7,13.6,292
2012,"Alberta","2021A000248","15-24 Years","Men+","Bipolar disorder, life",7120,2720,11519,315,2.7,1,4.4,315
2012,"Alberta","2021A000248","15-24 Years","Men+","Suicidal thoughts, life",40053,24192,55914,202,15.4,9.3,21.5,202
2012,"Alberta","2021A000248","15-24 Years","Women+","Any mood disorder, life",40418,25892,54945,183,16.5,10.6,22.4,183
2012,"Alberta","2021A000248","15-24 Years","Women+","Major depressive episode, life",39267,24644,53890,190,15.9,10,21.9,190
2012,"Alberta","2021A000248","15-24 Years","Women+","Generalized anxiety disorder, life",22043,9621,34465,288,9,3.9,14,287
2012,"Alberta","2021A000248","15-24 Years","Women+","Suicidal thoughts, life",43739,27397,60081,191,17.7,11.1,24.4,191
2012,"Alberta","2021A000248","25-44 years","Total, gender of person","Any mood disorder, life",147534,112156,182912,122,12.8,9.7,15.8,123
2012,"Alberta","2021A000248","25-44 years","Total, gender of person","Major depressive episode, life",102835,75376,130294,136,8.8,6.5,11.2,136
2012,"Alberta","2021A000248","25-44 years","Total, gender of person","Bipolar disorder, life",52623,25045,80201,267,4.5,2.2,6.9,266
2012,"Alberta","2021A000248","25-44 years","Total, gender of person","Generalized anxiety disorder, life",96647,64335,128958,171,8.3,5.6,11.1,170
2012,"Alberta","2021A000248","25-44 years","Total, gender of person","Suicidal thoughts, life",122006,92040,151971,125,10.4,7.9,13,125
2012,"Alberta","2021A000248","25-44 years","Total, gender of person","Suicidal thoughts, 12 months",27744,10858,44629,311,2.4,0.9,3.8,311
2012,"Alberta","2021A000248","25-44 years","Men+","Any mood disorder, life",81902,50579,113226,195,13.6,8.4,18.8,194
2012,"Alberta","2021A000248","25-44 years","Men+","Major depressive episode, life",45309,26990,63628,206,7.4,4.4,10.4,206
2012,"Alberta","2021A000248","25-44 years","Men+","Bipolar disorder, life",41557,14983,68132,326,6.9,2.5,11.3,324
2012,"Alberta","2021A000248","25-44 years","Men+","Generalized anxiety disorder, life",42871,20004,65738,272,7.1,3.3,10.9,272
2012,"Alberta","2021A000248","25-44 years","Men+","Suicidal thoughts, life",62162,38886,85438,191,10.2,6.4,14,191
2012,"Alberta","2021A000248","25-44 years","Women+","Any mood disorder, life",65632,43441,87823,173,11.9,7.9,15.9,172
2012,"Alberta","2021A000248","25-44 years","Women+","Major depressive episode, life",57526,36668,78384,185,10.4,6.6,14.2,185
2012,"Alberta","2021A000248","25-44 years","Women+","Generalized anxiety disorder, life",53776,33730,73822,190,9.7,6.1,13.3,190
2012,"Alberta","2021A000248","25-44 years","Women+","Suicidal thoughts, life",59844,43242,76446,142,10.7,7.7,13.7,142
2012,"Alberta","2021A000248","25-44 years","Women+","Suicidal thoughts, 12 months",11034,4675,17392,294,2,0.8,3.1,294
2012,"Alberta","2021A000248","45-64 years","Total, gender of person","Any mood disorder, life",143786,104987,182585,138,14.7,10.7,18.6,138
2012,"Alberta","2021A000248","45-64 years","Total, gender of person","Major depressive episode, life",134923,96580,173265,145,13.7,9.8,17.6,145
2012,"Alberta","2021A000248","45-64 years","Total, gender of person","Generalized anxiety disorder, life",107044,74809,139278,154,10.9,7.6,14.2,154
2012,"Alberta","2021A000248","45-64 years","Total, gender of person","Suicidal thoughts, life",132656,99987,165325,126,13.4,10.1,16.7,126
2012,"Alberta","2021A000248","45-64 years","Total, gender of person","Suicidal thoughts, 12 months",28308,12656,43961,282,2.9,1.3,4.5,282
2012,"Alberta","2021A000248","45-64 years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",20596,10134,31059,259,2.1,1,3.1,259
2012,"Alberta","2021A000248","45-64 years","Men+","Any mood disorder, life",53936,30897,76974,218,10.8,6.2,15.5,218
2012,"Alberta","2021A000248","45-64 years","Men+","Major depressive episode, life",46809,25417,68201,233,9.3,5.1,13.6,233
2012,"Alberta","2021A000248","45-64 years","Men+","Generalized anxiety disorder, life",30647,16834,44459,230,6.1,3.4,8.9,230
2012,"Alberta","2021A000248","45-64 years","Men+","Suicidal thoughts, life",68372,43714,93030,184,13.6,8.7,18.5,184
2012,"Alberta","2021A000248","45-64 years","Men+","Schizophrenia or psychosis, ever received diagnosis",15671,6195,25147,309,3.1,1.2,5,309
2012,"Alberta","2021A000248","45-64 years","Women+","Any mood disorder, life",89850,57101,122600,186,18.6,11.8,25.4,186
2012,"Alberta","2021A000248","45-64 years","Women+","Major depressive episode, life",88114,55580,120648,188,18.2,11.5,25,188
2012,"Alberta","2021A000248","45-64 years","Women+","Generalized anxiety disorder, life",76397,46874,105920,197,15.9,9.7,22,197
2012,"Alberta","2021A000248","45-64 years","Women+","Suicidal thoughts, life",64284,41777,86791,179,13.3,8.6,17.9,179
2012,"Alberta","2021A000248","65+ years","Total, gender of person","Any mood disorder, life",23458,15298,31617,178,5.9,3.9,8,177
2012,"Alberta","2021A000248","65+ years","Total, gender of person","Major depressive episode, life",23458,15298,31617,178,5.9,3.9,8,177
2012,"Alberta","2021A000248","65+ years","Total, gender of person","Generalized anxiety disorder, life",15442,8027,22857,245,3.9,2,5.7,245
2012,"Alberta","2021A000248","65+ years","Total, gender of person","Suicidal thoughts, life",29627,17295,41959,212,7.3,4.3,10.4,212
2012,"Alberta","2021A000248","65+ years","Men+","Suicidal thoughts, life",11183,4563,17803,302,6,2.4,9.5,302
2012,"Alberta","2021A000248","65+ years","Women+","Any mood disorder, life",17541,10491,24591,205,8.3,5,11.6,205
2012,"Alberta","2021A000248","65+ years","Women+","Major depressive episode, life",17541,10491,24591,205,8.2,4.9,11.6,205
2012,"Alberta","2021A000248","65+ years","Women+","Generalized anxiety disorder, life",10447,5032,15862,265,4.9,2.4,7.4,265
2012,"Alberta","2021A000248","65+ years","Women+","Suicidal thoughts, life",18444,8423,28465,277,8.5,3.9,13.1,277
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Any mood disorder, life",482544,418291,546796,68,12.9,11.1,14.6,68
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Major depressive episode, life",439361,378224,500498,71,11.6,10,13.3,71
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Bipolar disorder, life",118196,74870,161522,187,3.1,2,4.3,187
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Generalized anxiety disorder, life",325360,277665,373055,75,8.6,7.3,9.9,75
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Suicidal thoughts, life",522334,461115,583553,60,13.8,12.2,15.4,60
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Suicidal thoughts, 12 months",129337,98700,159973,121,3.4,2.6,4.2,121
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Schizophrenia or psychosis, ever received diagnosis",54311,37721,70900,156,1.4,1,1.9,156
2012,"British Columbia","2021A000259","Total 15++ Years","Total, gender of person","Eating disorder, current diagnosed condition",10788,4324,17253,306,0.3,0.1,0.5,306
2012,"British Columbia","2021A000259","Total 15++ Years","Men+","Any mood disorder, life",201051,161268,240833,101,10.9,8.7,13,101
2012,"British Columbia","2021A000259","Total 15++ Years","Men+","Major depressive episode, life",173173,136876,209471,107,9.3,7.4,11.3,107
2012,"British Columbia","2021A000259","Total 15++ Years","Men+","Bipolar disorder, life",53820,34288,73352,185,2.9,1.8,3.9,185
2012,"British Columbia","2021A000259","Total 15++ Years","Men+","Generalized anxiety disorder, life",123719,94828,152611,119,6.6,5.1,8.2,119
2012,"British Columbia","2021A000259","Total 15++ Years","Men+","Suicidal thoughts, life",223693,179075,268310,102,12,9.6,14.4,102
2012,"British Columbia","2021A000259","Total 15++ Years","Men+","Suicidal thoughts, 12 months",59788,39038,80538,177,3.2,2.1,4.3,177
2012,"British Columbia","2021A000259","Total 15++ Years","Men+","Schizophrenia or psychosis, ever received diagnosis",21569,11496,31642,238,1.2,0.6,1.7,238
2012,"British Columbia","2021A000259","Total 15++ Years","Women+","Any mood disorder, life",281493,230336,332650,93,14.8,12.1,17.4,92
2012,"British Columbia","2021A000259","Total 15++ Years","Women+","Major depressive episode, life",266188,215785,316590,97,13.9,11.3,16.5,96
2012,"British Columbia","2021A000259","Total 15++ Years","Women+","Bipolar disorder, life",64376,26856,101896,297,3.4,1.4,5.3,297
2012,"British Columbia","2021A000259","Total 15++ Years","Women+","Generalized anxiety disorder, life",201641,167813,235468,86,10.5,8.8,12.3,86
2012,"British Columbia","2021A000259","Total 15++ Years","Women+","Suicidal thoughts, life",298641,257502,339780,70,15.6,13.4,17.7,70
2012,"British Columbia","2021A000259","Total 15++ Years","Women+","Suicidal thoughts, 12 months",69548,48458,90638,155,3.6,2.5,4.7,155
2012,"British Columbia","2021A000259","Total 15++ Years","Women+","Schizophrenia or psychosis, ever received diagnosis",32742,19743,45741,203,1.7,1,2.4,203
2012,"British Columbia","2021A000259","15-24 Years","Total, gender of person","Any mood disorder, life",80680,55947,105414,156,14,9.8,18.2,154
2012,"British Columbia","2021A000259","15-24 Years","Total, gender of person","Major depressive episode, life",69336,46321,92352,169,11.8,7.9,15.7,169
2012,"British Columbia","2021A000259","15-24 Years","Total, gender of person","Bipolar disorder, life",21613,8974,34252,298,3.7,1.6,5.9,296
2012,"British Columbia","2021A000259","15-24 Years","Total, gender of person","Generalized anxiety disorder, life",30267,19084,41450,189,5.2,3.3,7.1,189
2012,"British Columbia","2021A000259","15-24 Years","Total, gender of person","Suicidal thoughts, life",97435,71999,122870,133,16.6,12.3,20.9,133
